ankleL_x,ankleL_y,ankleL_z,ankleR_x,ankleR_y,ankleR_z,kneeL_x,kneeL_y,kneeL_z,kneeR_x,kneeR_y,kneeR_z
29.3621942513649,-116.843515790632,840.497462896518,29.3183307465851,-116.834184044765,840.514547061221,29.4109164354695,-116.882412285989,840.483362610224,29.387205473178,-116.882822915421,840.501717865303
29.3621903086456,-116.843507574472,840.497519746805,29.3182916473447,-116.83352597218,840.514139711165,29.4112496976595,-116.881798122593,840.482940746485,29.3864783707233,-116.88347450517,840.502645970111
29.3621542409419,-116.843469119676,840.497533632102,29.3182441596282,-116.8329792761,840.513803631623,29.4115577459953,-116.881147214289,840.482527047148,29.3857087677011,-116.884208453571,840.50362096336
29.3620848776701,-116.843406657106,840.497494470734,29.3181874439963,-116.832547418118,840.513549878939,29.4118349588904,-116.880479876098,840.482128445237,29.3849094379796,-116.885010948934,840.504626723393
29.3619861618296,-116.843318989969,840.497404395105,29.3181194530071,-116.832234069008,840.513383289758,29.4120787250398,-116.879810675231,840.481761407171,29.3840945558297,-116.885867649103,840.505643029201
29.3618666535773,-116.843197827671,840.497277075831,29.3180394400517,-116.832039705613,840.513308734104,29.4122852042134,-116.879153972137,840.481443750619,29.3832800385859,-116.886763402428,840.506648369929
29.3617365243201,-116.843031254965,840.497132240184,29.3179438178379,-116.831968174107,840.513320287075,29.41244109631,-116.878532924696,840.481179597969,29.3824802817567,-116.887686979779,840.507620250767
29.3616027026225,-116.842809257121,840.496987428582,29.3178341495164,-116.832015119329,840.51342036707,29.4125305970365,-116.877971379396,840.480969705258,29.3817148444316,-116.88862274633,840.508547636548
29.3614658608169,-116.842527235325,840.49685272053,29.3177163472186,-116.832168840279,840.513619867858,29.4125339441946,-116.877495584222,840.480807236637,29.3810088120049,-116.889548468678,840.509433143551
29.3613194950399,-116.842188896959,840.496728103018,29.3175891340617,-116.832427083606,840.513911513985,29.4124305490881,-116.877129428952,840.48068231206,29.3803801104257,-116.890449571369,840.510271510619
29.3611530132887,-116.841805095838,840.496607807796,29.3174453958135,-116.832794710375,840.514268524384,29.4122033318235,-116.876889785726,840.480583652355,29.3798409202013,-116.89131665481,840.511053012583
29.3609538681595,-116.841391242356,840.496484532198,29.3172827836049,-116.83326681786,840.514673441669,29.4118399257452,-116.87678604007,840.480499804697,29.3793991519623,-116.892141914923,840.5117675705
29.3607113160052,-116.840960709063,840.496356974852,29.31711081196,-116.833818559351,840.515134664888,29.4113370203636,-116.876814504458,840.480426992996,29.3790566680526,-116.89291955162,840.512402853715
29.3604173977612,-116.840521382599,840.496232068182,29.3169347713713,-116.834431587703,840.515650677006,29.4107084946726,-116.876950476964,840.480383052657,29.3788092832529,-116.893645238248,840.512944923055
29.3600712038654,-116.840084542443,840.496122219432,29.3167555631764,-116.83509647115,840.516213305909,29.4099746521101,-116.877169703727,840.48038420252,29.3786523823529,-116.894312016837,840.513387521726
29.3596733186609,-116.839676307229,840.496029761811,29.3165726606694,-116.835808420025,840.516813044042,29.4091600067303,-116.877448621898,840.480443948871,29.3785819332499,-116.894912063426,840.51372729442
29.3592290068691,-116.839308209542,840.495968117771,29.3163881623166,-116.836559930719,840.517448294953,29.4082881565462,-116.877767408977,840.480572785708,29.3785998448913,-116.895430987055,840.513961685249
29.3587447543566,-116.838985054703,840.49594902422,29.3162045195354,-116.837339336259,840.518120868088,29.4073806027543,-116.878108842387,840.480778884831,29.3787065380953,-116.895853807989,840.514090233499
29.3582286022165,-116.838704893088,840.495982158514,29.3160148870529,-116.838136012069,840.518814405497,29.4064564021479,-116.87845798416,840.48106819125,29.3788938241468,-116.896169669678,840.514109328007
29.3576939316211,-116.838451167003,840.496086486804,29.3158122390804,-116.838937299831,840.519513205592,29.4055326213428,-116.878802331038,840.481444151853,29.3791486758899,-116.896369402319,840.514015173492
29.3571448879153,-116.838225040587,840.49625436133,29.315591808099,-116.839730626601,840.520205222291,29.4046253533828,-116.87913230051,840.481907254848,29.3794577832848,-116.896442928207,840.513807792697
29.3565834848257,-116.83803326771,840.496469331223,29.315351655189,-116.84050248483,840.520882021057,29.4037499810454,-116.879441315475,840.482454909648,29.3798082918917,-116.896380958421,840.513491613206
29.3560138548147,-116.837881480953,840.496715759318,29.3150906311812,-116.841241092291,840.521534264379,29.4029207736577,-116.879725605136,840.48308158599,29.3801863556199,-116.896177972585,840.513073219623
29.3554439587505,-116.837771848121,840.496982532756,29.3148050552317,-116.841941266016,840.522144708415,29.4021502666025,-116.879983850116,840.483779064206,29.3805798347541,-116.895829945295,840.512565384992
29.3548855016132,-116.837703223294,840.497263470345,29.3144949983928,-116.842594859087,840.522701786287,29.4014487861007,-116.88021687493,840.484536655488,29.3809783375246,-116.895335913759,840.511985669959
29.3543520738979,-116.837673228974,840.497554780732,29.3141590268043,-116.843198279213,840.523187269412,29.4008241849693,-116.880427406049,840.485341353118,29.3813727764809,-116.894699235885,840.511354755943
29.3538567981767,-116.837680378499,840.497852451398,29.3138091183643,-116.843729797379,840.523607341314,29.4002816925489,-116.880619899792,840.486177979969,29.3817546892424,-116.893929067812,840.510694636344
29.3534108791391,-116.837724897517,840.498151531956,29.3134642924072,-116.844159220717,840.52398164557,29.3998238068137,-116.880800570985,840.487029271115,29.3821136708671,-116.893042705178,840.510022091734
29.3530230144324,-116.837808524582,840.498446939082,29.3131229502291,-116.844491422455,840.524293906766,29.3994501769553,-116.880977487942,840.487875923378,29.3824383876962,-116.89206509748,840.509341488164
29.3527001510584,-116.837933107132,840.498735678256,29.3127830349915,-116.844734011037,840.524529381151,29.3991575618663,-116.881160690244,840.488696612986,29.3827176567437,-116.891028103853,840.508653411323
29.3524475847991,-116.838100345498,840.499017130254,29.3124456528063,-116.844891406433,840.524683838361,29.3989398685866,-116.881362230666,840.489468007494,29.3829427177098,-116.889965111625,840.507961680801
29.3522694967876,-116.838311475185,840.499292842511,29.3121166950078,-116.844960650646,840.52476165046,29.3987882503998,-116.881596327304,840.490164693437,29.3831049555154,-116.88891145997,840.507270084139
29.3521685467444,-116.838568031856,840.499564940202,29.3118077384965,-116.844928880166,840.524777560032,29.3986912722793,-116.881879411117,840.490759318018,29.3832032303929,-116.887894655568,840.506595666442
29.3521464263932,-116.838871831596,840.499836012576,29.311528742005,-116.844784572696,840.524742545111,29.3986343271448,-116.882229800406,840.491222356058,29.3832424869954,-116.886935508184,840.505966267856
29.3521967376155,-116.839236439802,840.500092532944,29.3112808490156,-116.844528723712,840.524649236326,29.3986195503522,-116.882645220871,840.491557038785,29.3832265328086,-116.886056880356,840.505408096735
29.3523145031991,-116.839660249356,840.500333634348,29.3110694598267,-116.844156824406,840.524498937822,29.3986555078946,-116.88311099128,840.49178492907,29.3831561430647,-116.885284731011,840.504938861527
29.3524906734011,-116.84013583398,840.500557840903,29.3108957445718,-116.843674252326,840.524284948998,29.3987516308156,-116.883605427215,840.491933166511,29.3830325194618,-116.88464114415,840.504562686177
29.3527184220328,-116.840640787936,840.500776396502,29.3107639930159,-116.84308502947,840.524004197326,29.3989126277086,-116.884105230169,840.492025275037,29.3828584499864,-116.884140462154,840.504291574869
29.352985158406,-116.841162631725,840.500987328978,29.3106657394311,-116.842415868838,840.523642571878,29.3991375906539,-116.884589315102,840.492076888542,29.3826387963698,-116.883787762213,840.504138644778
29.3532801566855,-116.841686845302,840.501191176717,29.3106006082926,-116.841684784428,840.523203995314,29.3994192081322,-116.885043239323,840.492091087749,29.3823846012573,-116.883572906488,840.504094853279
29.3535925114697,-116.842198685048,840.501387489144,29.3105641385732,-116.840917096602,840.522683048005,29.3997485409902,-116.885455960916,840.492063996451,29.3821091035132,-116.88347689052,840.504152468904
29.3539135832979,-116.842691921796,840.50157127808,29.3105547292654,-116.840134228703,840.52208020544,29.400119506644,-116.885816646812,840.491990304632,29.3818197741414,-116.883483779686,840.504300213401
29.3542375903109,-116.843167863556,840.501734603003,29.3105768644863,-116.839348423707,840.521405394,29.4005301876221,-116.886112789201,840.491865649969,29.3815229468973,-116.883577075253,840.504529241026
29.3545587975438,-116.843626639328,840.501870529263,29.3106482007213,-116.838551444646,840.520693485783,29.4009773685358,-116.886336466328,840.491682868251,29.3812215311335,-116.883743968783,840.504826966909
29.3548733544884,-116.844064879348,840.501977186228,29.310789277887,-116.83773179292,840.51999921198,29.4014572469673,-116.886481087367,840.491435445817,29.38091589043,-116.883975732566,840.50517810714
29.355179648292,-116.844475628795,840.50205819651,29.3109985284896,-116.836910231803,840.519362288925,29.4019662865416,-116.886540244153,840.491119551252,29.3806085839029,-116.884263049162,840.505572065498
29.3554795273132,-116.844849113582,840.502121058048,29.3112568612083,-116.836120666287,840.518777054416,29.4025018056491,-116.88650710178,840.490734937628,29.3803069464704,-116.884593602148,840.506006952881
29.3557748898135,-116.84517754597,840.502170407592,29.311540172172,-116.835396955597,840.518217816223,29.4030621014012,-116.886373885096,840.490285117402,29.3800152233331,-116.884959624155,840.50647376782
29.3560659431739,-116.845456167214,840.502206136671,29.3118324906216,-116.834758625418,840.517677756003,29.4036449315142,-116.886134576453,840.489774270443,29.3797375576129,-116.885353064449,840.506963482877
29.3563517760032,-116.845682033696,840.502225123213,29.312125255388,-116.834213580818,840.517166615331,29.4042471078128,-116.885786138943,840.489206400573,29.3794785650371,-116.885764465959,840.507470282206
29.3566300464177,-116.84585459512,840.502220846854,29.3124145928627,-116.833762899661,840.516701857319,29.4048637072791,-116.885329188525,840.488584470512,29.3792436215591,-116.886185135588,840.507987912587
29.3568972825243,-116.845975354553,840.502184246863,29.312698053604,-116.833405886238,840.516300625974,29.4054889957713,-116.88476743265,840.487912157724,29.3790372111052,-116.886609725317,840.508508548161
29.3571507452873,-116.846045176332,840.502107835866,29.3129731162502,-116.83314226212,840.515976145202,29.4061175284037,-116.884106458663,840.487196152077,29.3788619593758,-116.887037769383,840.509020533174
29.3573881298668,-116.846064236005,840.501985671216,29.3132366279179,-116.832972903905,840.515736190815,29.406743603324,-116.883354386507,840.48644554418,29.3787150472838,-116.887477083381,840.509501994594
29.3576057896016,-116.846033893548,840.501810199981,29.3134857219807,-116.832898299545,840.51558478946,29.4073610252934,-116.882522168226,840.485671623314,29.378598598817,-116.887927985448,840.509941103412
29.3578007695455,-116.845953630228,840.501577100766,29.3137183121336,-116.832917876478,840.515522908259,29.4079624711256,-116.881623203989,840.484887583537,29.3785187246846,-116.888384654351,840.510334134797
29.357971733328,-116.845819946447,840.501287441251,29.3139336146572,-116.833029550846,840.515549090325,29.4085390174392,-116.880673613943,840.484107969698,29.3784825617543,-116.88883929983,840.510679885069
29.3581187562563,-116.845626996412,840.500946966756,29.3141322271513,-116.833229970845,840.515659306837,29.4090831922715,-116.879688444466,840.48335416253,29.3784949079832,-116.889286684062,840.5109737882
29.3582434288111,-116.845366756858,840.500565659356,29.3143156276707,-116.833515379104,840.515845954824,29.4095846802016,-116.878687544867,840.482646551768,29.3785546198583,-116.889729315115,840.511204215039
29.3583488241325,-116.845028997311,840.500157217095,29.3144862936839,-116.833881165358,840.516098624904,29.4100286993052,-116.877697953247,840.482001380646,29.3786605028709,-116.890169814657,840.51136122907
29.3584387206003,-116.844602743964,840.4997371731,29.3146485287626,-116.834320282721,840.516406489404,29.4103924919612,-116.876757395353,840.481425071674,29.378819956596,-116.890599242973,840.511452105633
29.358514319455,-116.844082500959,840.499315975521,29.3148071780558,-116.834825159157,840.516756016412,29.4106486850765,-116.87591072649,840.480918509202,29.3790453977607,-116.891001107173,840.511495158262
29.3585730459921,-116.843472252927,840.498895810041,29.3149675943258,-116.835387607744,840.517131596081,29.4107737859848,-116.875200052174,840.480463344343,29.3793415214449,-116.891367856058,840.51149640485
29.3586095819773,-116.842783310202,840.498473489978,29.3151365698847,-116.835996675028,840.517519277083,29.4107606533425,-116.874637398283,840.480044814022,29.3797067457961,-116.891698661157,840.51145275338
29.3586170453236,-116.84203316423,840.498042790363,29.3153208910082,-116.836640185764,840.517907162833,29.4106024257654,-116.87423189933,840.479642638251,29.3801338836255,-116.891997457787,840.51135362142
29.3585891307955,-116.841244147302,840.497597927749,29.3155249082962,-116.837307981309,840.51828435335,29.4102966659287,-116.873986997495,840.479240675518,29.3806141339874,-116.892265874194,840.511187313175
29.358522416337,-116.840437492608,840.497138395051,29.3157563792983,-116.837981568867,840.51865371253,29.4098631975276,-116.873880882344,840.478856621957,29.3811405125739,-116.892499932429,840.510948934869
29.3584196280695,-116.839628910212,840.496673094053,29.3160186726026,-116.838645893924,840.519014549142,29.4093246393572,-116.873890515153,840.478507428801,29.381709648436,-116.892688783466,840.510635664759
29.3582840808393,-116.838838461887,840.496206185852,29.3163084073953,-116.839293543715,840.519358622582,29.4087052754614,-116.873992404258,840.478208271179,29.3823180209481,-116.892820237668,840.510247977503
29.3581259739368,-116.838078142896,840.495750436471,29.3166183563676,-116.839920172396,840.519675610017,29.4080303228226,-116.874161936984,840.477972995953,29.3829632440083,-116.892880184734,840.509792486919
29.3579527488868,-116.837353285852,840.495316010538,29.3169409527903,-116.840519244457,840.519959670331,29.4073221884841,-116.874377263663,840.477813278848,29.3836417933156,-116.892857615758,840.509277034101
29.3577752313733,-116.836653162013,840.494924040468,29.3172688702783,-116.84108178453,840.520209793349,29.4066005691591,-116.874619073554,840.477738609861,29.3843503531665,-116.892742281222,840.508713202658
29.3575980811835,-116.8359782906,840.494578407413,29.3175961135694,-116.841595977658,840.520430143912,29.4058833603487,-116.8748710604,840.477755843094,29.3850761710467,-116.892528437847,840.508101448178
29.3574238833652,-116.835333053097,840.494276589416,29.3179132533756,-116.842055911041,840.520617802901,29.4051872281454,-116.875120125327,840.477868919607,29.3858047400817,-116.892213816082,840.507442165472
29.3572537730667,-116.8347239128,840.494011984355,29.3182093491901,-116.842459082568,840.520766061065,29.4045276777664,-116.87535625593,840.478078849708,29.3865223860026,-116.891798443715,840.506739646584
29.3570888458319,-116.834157250106,840.493776935271,29.3184758968202,-116.842800128729,840.520872922477,29.403918745606,-116.875572309225,840.478383830215,29.387215879791,-116.891284973014,840.506001666018
29.3569322478673,-116.833637011526,840.493566397495,29.3187055958866,-116.843073588923,840.520937405681,29.4033726152723,-116.87576368385,840.478779432776,29.3878714291613,-116.89067891746,840.505238850653
29.3567889212141,-116.833165588339,840.493377132907,29.3188905624308,-116.843278107437,840.520954015961,29.4028993538799,-116.875928060771,840.479258733723,29.3884715654558,-116.889991335899,840.504461218147
